id,name,homepage,pubid,pubkey,booktitle,editor,year,title
34448,Abdussalam Alawini,https://www.researcherid.com/rid/G-8041-2017,3123537,conf/sigmod/WuADS18,SIGMOD Conference,,2018,Data Citation: Giving Credit Where Credit is Due.
38097,Abhradeep Thakurta,https://sites.google.com/site/guhathakurtaabhradeep/,3121894,conf/sigmod/MohanTSSC12,SIGMOD Conference,,2012,GUPT: privacy preserving data analysis made easy.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,877889,conf/dmkd/WongF00,ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,,2000,Finding Structure and Characteristics of Web Documents for Classification.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3119417,conf/sigmod/ChenFJ0Z21,SIGMOD Conference,,2021,P2H: Efficient Distance Querying on Road Networks by Projected Vertex Separators.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3119480,conf/sigmod/ChengFL10,SIGMOD Conference,,2010,K-isomorphism: privacy preserving network publication against structural attacks.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3119483,conf/sigmod/ChengHWF13,SIGMOD Conference,,2013,TF-Label: a topological-folding labeling scheme for reachability querying in a large graph.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3119485,conf/sigmod/ChengKFYZ10,SIGMOD Conference,,2010,Finding maximal cliques in massive networks by H*-graph.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3120717,conf/sigmod/HuangFL15,SIGMOD Conference,,2015,Minimum Spanning Trees in Temporal Graphs.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3120879,conf/sigmod/JiangFW15,SIGMOD Conference,,2015,Exact Top-k Nearest Keyword Search in Large Networks.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3121587,conf/sigmod/LongWWF13,SIGMOD Conference,,2013,Collective spatial keyword queries: a distance owner-driven approach.
42398,Ada Wai-Chee Fu,https://scholar.google.com/citations?user=tcwyqtUAAAAJ,3123652,conf/sigmod/YangFL16,SIGMOD Conference,,2016,Diversified Top-k Subgraph Querying in a Large Graph.
44899,Adam Marcus 0002,https://www.linkedin.com/in/marcua,3118642,conf/sigmod/Amer-YahiaAGSAMME12,SIGMOD Conference,,2012,MAQSA: a system for social analytics on news.
44899,Adam Marcus 0002,https://www.linkedin.com/in/marcua,3121723,conf/sigmod/MarcusBBKMM11,SIGMOD Conference,,2011,Tweets as data: demonstration of TweeQL and Twitinfo.
44899,Adam Marcus 0002,https://www.linkedin.com/in/marcua,3121727,conf/sigmod/MarcusWKMM11,SIGMOD Conference,,2011,Demonstration of Qurk: a query processor for humanoperators.
45871,Adam Silberstein,http://research.yahoo.com/Adam_Silberstein,3118560,conf/sigmod/AgrawalSCSR09,SIGMOD Conference,,2009,Asynchronous view maintenance for VLSD databases.
45871,Adam Silberstein,http://research.yahoo.com/Adam_Silberstein,3122879,conf/sigmod/SilbersteinBY06,SIGMOD Conference,,2006,Constraint chaining: on energy-efficient continuous monitoring in sensor networks.
45871,Adam Silberstein,http://research.yahoo.com/Adam_Silberstein,3122880,conf/sigmod/SilbersteinCSVYR08,SIGMOD Conference,,2008,Efficient bulk insertion into a distributed ordered table.
45871,Adam Silberstein,http://research.yahoo.com/Adam_Silberstein,3122881,conf/sigmod/SilbersteinMY06,SIGMOD Conference,,2006,Energy-efficient monitoring of extreme values in sensor networks.
45871,Adam Silberstein,http://research.yahoo.com/Adam_Silberstein,3122882,conf/sigmod/SilbersteinSZC11,SIGMOD Conference,,2011,A batch of PNUTS: experiences connecting cloud batch and serving systems.
45871,Adam Silberstein,http://research.yahoo.com/Adam_Silberstein,3122883,conf/sigmod/SilbersteinTCR10,SIGMOD Conference,,2010,Feeding frenzy: selectively materializing users' event feeds.
50612,Adith Swaminathan,https://www.microsoft.com/en-us/research/people/adswamin/,3121650,conf/sigmod/MaDDS20,SIGMOD Conference,,2020,Active Learning for ML Enhanced Database Systems.
67836,Ahmed Eldawy,https://twitter.com/aseldawy,3118602,conf/sigmod/AlarabiEAM14,SIGMOD Conference,,2014,TAREEG: a MapReduce-based web service for extracting spatial data from OpenStreetMap.
67836,Ahmed Eldawy,https://twitter.com/aseldawy,3119333,conf/sigmod/ChandramouliLEM11,SIGMOD Conference,,2011,StreamRec: a real-time recommender system.
67836,Ahmed Eldawy,https://twitter.com/aseldawy,3119361,conf/sigmod/ChasparisE17,GeoRich@SIGMOD,,2017,Experimental evaluation of selectivity estimation on big spatial data.
67836,Ahmed Eldawy,https://twitter.com/aseldawy,3119692,conf/sigmod/DallachiesaEEEIOT13,SIGMOD Conference,,2013,NADEEF: a commodity data cleaning system.
67836,Ahmed Eldawy,https://twitter.com/aseldawy,3119936,conf/sigmod/Eldawy14,SIGMOD PhD Symposium,,2014,SpatialHadoop: towards flexible and scalable spatial processing using mapreduce.
67836,Ahmed Eldawy,https://twitter.com/aseldawy,3122666,conf/sigmod/SarwatBELMM12,SIGMOD Conference,,2012,Sindbad: a location-based social networking system.
67836,Ahmed Eldawy,https://twitter.com/aseldawy,3123787,conf/sigmod/ZhangE20,GeoRich@SIGMOD,,2020,Evaluating computational geometry libraries for big spatial data exploration.
69386,Ahmed Metwally 0001,https://scholar.google.com/citations?user=giHMdcEAAAAJ,3118259,conf/sigmod/000122,SIGMOD Conference,,2022,Scaling Equi-Joins.
69386,Ahmed Metwally 0001,https://scholar.google.com/citations?user=giHMdcEAAAAJ,3118842,conf/sigmod/BandiMAA07,SIGMOD Conference,,2007,Fast data stream algorithms using associative memories.
77436,Ajay Gupta 0004,http://domino.research.ibm.com/comm/research_people.nsf/pages/ajay_gupta.index.html,3118979,conf/sigmod/BhideGGRMI07,SIGMOD Conference,,2007,LIPTUS: associating structured and unstructured information in a banking environment.
95333,Alberto H. F. Laender,https://scholar.google.com/citations?user=HJhu4csAAAAJ,3119644,conf/sigmod/CortezOSML11,SIGMOD Conference,,2011,Joint unsupervised structure discovery and information extraction.
100137,Alejandro P. Buchmann,https://scholar.google.com/citations?user=ppMxk_YAAAAJ,3119170,conf/sigmod/BuchmannDZH95,SIGMOD Conference,,1995,The REACH Active OODBMS.
100137,Alejandro P. Buchmann,https://scholar.google.com/citations?user=ppMxk_YAAAAJ,3120542,conf/sigmod/HardockPGB17,SIGMOD Conference,,2017,From In-Place Updates to In-Place Appends: Revisiting Out-of-Place Updates on Flash.
100810,Alek Kolcz,https://www.linkedin.com/in/alekkolcz,3121491,conf/sigmod/LinK12,SIGMOD Conference,,2012,Large-scale machine learning at twitter.
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3120905,conf/sigmod/JindalQM13,SIGMOD Conference,,2013,CARTILAGE: adding flexibility to the Hadoop skeleton.
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3120906,conf/sigmod/JindalQPYDBFLKR18,SIGMOD Conference,,2018,Computation Reuse in Analytics Job Service at Microsoft.
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3121071,conf/sigmod/KhayyatIJMOPQ0Y15,SIGMOD Conference,,2015,BigDansing: A System for Big Data Cleansing.
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3121941,conf/sigmod/MozafariBCCFGJK23,SIGMOD Conference Companion,,2023,Making Data Clouds Smarter at Keebo: Automated Warehouse Optimization using Data Learning.
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3121942,conf/sigmod/MozafariCJM13,SIGMOD Conference,,2013,Performance and resource modeling in highly-concurrent OLTP workloads.
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3122028,conf/sigmod/NegiIMAKFJ21,SIGMOD Conference,,2021,Steering Query Optimizers: A Practical Take on Big Data Workloads.
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3122868,conf/sigmod/SiddiquiJQPL20,SIGMOD Conference,,2020,"Cost Models for Big Data Query Processing: Learning, Retrofitting, and Our Findings."
100830,Alekh Jindal,https://scholar.google.com/citations?user=f5vdXEQAAAAJ,3123799,conf/sigmod/ZhangIM0GLFHPJ22,SIGMOD Conference,,2022,Deploying a Steered Query Optimizer in Production at Microsoft.
109507,Alex Conway,https://scholar.google.com/citations?user=RAYmM1wAAAAJ,3122180,conf/sigmod/PandeyCDBFJ21,SIGMOD Conference,,2021,Vector Quotient Filters: Overcoming the Time/Space Trade-Off in Filter Design.
109643,Alex Dekhtyar,https://scholar.google.com/citations?user=xONFDR4AAAAJ,3120755,conf/sigmod/IacobD05,SIGMOD Conference,,2005,A framework for processing complex document-centric XML with overlapping structures.
113313,Alexander Aiken,https://scholar.google.com/citations?user=3vKjkoQAAAAJ,3118576,conf/sigmod/AikenWH92,SIGMOD Conference,,1992,"Behavior of Database Production Rules: Termination, Confluence, and Observable Determinism."
113313,Alexander Aiken,https://scholar.google.com/citations?user=3vKjkoQAAAAJ,3122113,conf/sigmod/OlstonWACELSS98,SIGMOD Conference,,1998,DataSplash.
113313,Alexander Aiken,https://scholar.google.com/citations?user=3vKjkoQAAAAJ,3122699,conf/sigmod/SchleimerWA03,SIGMOD Conference,,2003,Winnowing: Local Algorithms for Document Fingerprinting.
113336,Alexander Alexandrov 0001,https://www.linkedin.com/in/aalexand,3118608,conf/sigmod/AlexandrovKKSTK15,SIGMOD Conference,,2015,Implicit Parallelism through Deep Language Embedding.
113336,Alexander Alexandrov 0001,https://www.linkedin.com/in/aalexand,3118609,conf/sigmod/AlexandrovSKKM16,SIGMOD Conference,,2016,Emma in Action: Declarative Dataflows for Scalable Data Analysis.
113336,Alexander Alexandrov 0001,https://www.linkedin.com/in/aalexand,3121252,conf/sigmod/KunftAKM16,BeyondMR@SIGMOD,,2016,Bridging the gap: towards optimization across linear and relational algebra.
113862,Alexander Bhm 0002,https://www.linkedin.com/in/alexander-b%C3%B6hm-2030392/,3119048,conf/sigmod/BohmMK08,SIGMOD Conference,,2008,The Demaq system: declarative development of distributed applications.
113862,Alexander Bhm 0002,https://www.linkedin.com/in/alexander-b%C3%B6hm-2030392/,3121874,conf/sigmod/MoerkotteDMNB14,SIGMOD Conference,,2014,Exploiting ordered dictionaries to efficiently construct histograms with q-error guarantees in SAP HANA.
113971,Alexander Boehm 0002,https://www.linkedin.com/in/alexander-b%C3%B6hm-2030392/,3122683,conf/sigmod/ScheibliDB15,SIGMOD Conference,,2015,"QE3D: Interactive Visualization and Exploration of Complex, Distributed Query Plans."
116774,Alexander J. Ratner,https://www.linkedin.com/in/alexander-ratner-038ba239,3119925,conf/sigmod/Ehrenberg0RFR16,HILDA@SIGMOD,,2016,Data programming with DDLite: putting humans in a different part of the loop.
116774,Alexander J. Ratner,https://www.linkedin.com/in/alexander-ratner-038ba239,3122474,conf/sigmod/RatnerBER17,SIGMOD Conference,,2017,Snorkel: Fast Training Set Generation for Information Extraction.
117011,Alexander Kalinin 0001,https://www.linkedin.com/in/allexk,3120950,conf/sigmod/KalininCZ14,SIGMOD Conference,,2014,Interactive data exploration using semantic windows.
117011,Alexander Kalinin 0001,https://www.linkedin.com/in/allexk,3120951,conf/sigmod/KalininCZ16,SIGMOD Conference,,2016,Interactive Search and Exploration of Waveform Data with Searchlight.
117011,Alexander Kalinin 0001,https://www.linkedin.com/in/allexk,3123117,conf/sigmod/TaranovSKNKPBTAFPVZGGL10,SIGMOD Conference,,2010,Sedna: native XML database management system (internals overview).
119884,Alexander Ratner,https://www.linkedin.com/in/alexander-ratner-038ba239,3118800,conf/sigmod/BachRLLSXSRHAKR19,SIGMOD Conference,,2019,Snorkel DryBell: A Case Study in Deploying Weak Supervision at Industrial Scale.
119884,Alexander Ratner,https://www.linkedin.com/in/alexander-ratner-038ba239,3119141,conf/sigmod/BringerISRR19,DEEM@SIGMOD,,2019,Osprey: Weak Supervision of Imbalanced Extraction Problems without Code.
119884,Alexander Ratner,https://www.linkedin.com/in/alexander-ratner-038ba239,3122475,conf/sigmod/RatnerHDGR18,DEEM@SIGMOD,,2018,Snorkel MeTaL: Weak Supervision for Multi-Task Learning.
121601,Alexander Ulrich,https://www.linkedin.com/in/alexander-ulrich-01251942,3123252,conf/sigmod/UlrichG15,SIGMOD Conference,,2015,"The Flatter, the Better: Query Compilation Based on the Flattening Transformation."
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3119156,conf/sigmod/BrucatoYAHM20,SIGMOD Conference,,2020,Stochastic Package Queries in Probabilistic Databases.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3120044,conf/sigmod/Fariha0MRG21,SIGMOD Conference,,2021,CoCo: Interactive Exploration of Conformance Constraints for Data Understanding and Data Cleaning.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3120046,conf/sigmod/Fariha0RGM21,SIGMOD Conference,,2021,Conformance Constraint Discovery: Measuring Trust in Data-Driven Systems.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3120047,conf/sigmod/FarihaNM20,SIGMOD Conference,,2020,Causality-Guided Adaptive Interventional Debugging.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3120048,conf/sigmod/FarihaSM18,SIGMOD Conference,,2018,SQuID: Semantic Similarity-Aware Query Intent Discovery.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3120067,conf/sigmod/FernandesBRAM14,SIGMOD Conference,,2014,PackageBuilder: querying for packages of tuples.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3120170,conf/sigmod/GalhotraFLFMS22,SIGMOD Conference,,2022,DataPrism: Exposing Disconnect between Data and Systems.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3120801,conf/sigmod/IslamFMS22,SIGMOD Conference,,2022,Through the Data Management Lens: Experimental Analysis and Evaluation of Fair Classification.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3121798,conf/sigmod/MeliouGNS11,SIGMOD Conference,,2011,Tracing data errors with view-conditioned causality.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3121799,conf/sigmod/MeliouS12,SIGMOD Conference,,2012,Tiresias: the database oracle for how-to queries.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3121800,conf/sigmod/MeliouSS12,SIGMOD Conference,,2012,Tiresias: a demonstration of how-to queries.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3122326,conf/sigmod/PochampallySDMS14,SIGMOD Conference,,2014,Fusing data with correlations.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3123355,conf/sigmod/WangDM15,SIGMOD Conference,,2015,Data X-Ray: A Diagnostic Tool for Data Errors.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3123376,conf/sigmod/WangM016,SIGMOD Conference,,2016,QFix: Demonstrating Error Diagnosis in Query Histories.
124223,Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ,3123377,conf/sigmod/WangM017,SIGMOD Conference,,2017,QFix: Diagnosing Errors through Query Histories.
127513,Alexandros Biliris,http://www.biliris.com/alex/work/,3118990,conf/sigmod/Biliris92,SIGMOD Conference,,1992,The Performance of Three Database Storage Structures for Managing Large Objects.
127513,Alexandros Biliris,http://www.biliris.com/alex/work/,3118991,conf/sigmod/BilirisDGJR94,SIGMOD Conference,,1994,ASSET: A System for Supporting Extended Transactions.
127513,Alexandros Biliris,http://www.biliris.com/alex/work/,3118992,conf/sigmod/BilirisFOP96,SIGMOD Conference,,1996,BeSS: Storage Support for Interactive Visualization Systems.
127513,Alexandros Biliris,http://www.biliris.com/alex/work/,3118993,conf/sigmod/BilirisP94,SIGMOD Conference,,1994,EOS: An Extensible Object Store.
127513,Alexandros Biliris,http://www.biliris.com/alex/work/,3119526,conf/sigmod/ChooOLCGBPS96,SIGMOD Conference,,1996,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures.
127513,Alexandros Biliris,http://www.biliris.com/alex/work/,3122086,conf/sigmod/OConnellISWABCCLPWW96,SIGMOD Conference,,1996,A Content-Based Multimedia Server for Massively Parallel Architectures.
127798,Alexandros Ntoulas,https://scholar.google.com/citations?user=DvF0gBIAAAAJ,3122213,conf/sigmod/PaparizosNSA09,SIGMOD Conference,,2009,Answering web queries using structured data sources.
136676,Ali Hadian 0001,https://scholar.google.com/citations?user=qVK1m-AAAAAJ,3118267,conf/sigmod/0001H19,aiDM@SIGMOD,,2019,Considerations for handling updates in learned index structures.
136676,Ali Hadian 0001,https://scholar.google.com/citations?user=qVK1m-AAAAAJ,3120477,conf/sigmod/HadianNMQ16,SIGMOD Conference,,2016,ROLL: Fast In-Memory Generation of Gigantic Scale-free Networks.
138257,Ali Mousavi 0003,https://scholar.google.com/citations?user=Yuxd6uYAAAAJ,3120768,conf/sigmod/IlyasL0MMPRS23,SIGMOD Conference Companion,,2023,Growing and Serving Large Open-domain Knowledge Graphs.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3118624,conf/sigmod/AlotaibiBDMZ19,SIGMOD Conference,,2019,Towards Scalable Hybrid Stores: Constraint-Based Rewriting to the Rescue.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3118625,conf/sigmod/AlotaibiCDM21,SIGMOD Conference,,2021,HADAD: A Lightweight Approach for Optimizing Hybrid Complex Analytics Queries.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3118644,conf/sigmod/Amer-YahiaCD06,SIGMOD Conference,,2006,Flexible and efficient XML search with complex full-text predicates.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3118828,conf/sigmod/BalesDV11,SIGMOD Conference,,2011,Score-consistent algebraic optimization of full-text search queries with GRAFT.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119170,conf/sigmod/BuchmannDZH95,SIGMOD Conference,,1995,The REACH Active OODBMS.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119678,conf/sigmod/CurtmolaDRS10,SIGMOD Conference,,2010,Load-balanced query dissemination in privacy-aware online communities.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119695,conf/sigmod/DamaggioDZ11,SIGMOD Conference,,2011,Querying contract databases based on temporal behavior.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119804,conf/sigmod/DeutschFGHLLLMM22,SIGMOD Conference,,2022,Graph Pattern Matching in GQL and SQL/PGQ.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119805,conf/sigmod/DeutschFS99,SIGMOD Conference,,1999,Storing Semistructured Data with STORED.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119806,conf/sigmod/DeutschMSVZ05,SIGMOD Conference,,2005,"A Verifier for Interactive, Data-Driven Web Applications."
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119807,conf/sigmod/DeutschSVZ06,SIGMOD Conference,,2006,"A system for specification and verification of interactive, data-driven web applications."
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3119808,conf/sigmod/DeutschXWL20,SIGMOD Conference,,2020,Aggregation Support for Modern Graph Analytics in TigerGraph.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3120766,conf/sigmod/IleanaCDK14,SIGMOD Conference,,2014,Complete yet practical search for minimal query reformulations under constraints.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3122121,conf/sigmod/OnoseDPC06,SIGMOD Conference,,2006,Rewriting nested XML queries using nested views.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3122217,conf/sigmod/PapavasileiouYD19,SIGMOD Conference,,2019,Ariadne: Online Provenance for Big Graph Analytics.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3122300,conf/sigmod/PetropoulosDP06,SIGMOD Conference,,2006,Interactive query formulation over web service-accessed sources.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3122301,conf/sigmod/PetropoulosDP07,SIGMOD Conference,,2007,CLIDE: interactive query formulation for service oriented architectures.
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3122340,conf/sigmod/PopaDST00,SIGMOD Conference,,2000,A Chase Too Far?
142675,Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ,3122920,conf/sigmod/SmagulovaD21,SIGMOD Conference,,2021,Vertex-centric Parallel Computation of SQL Queries.
144868,Alireza Rezaei Mahdiraji,https://scholar.google.com/citations?user=xiyqdlIAAAAJ,3118891,conf/sigmod/Baunsgaard0CDGG21,SIGMOD Conference,,2021,ExDRa: Exploratory Data Science on Federated Raw Data.
144868,Alireza Rezaei Mahdiraji,https://scholar.google.com/citations?user=xiyqdlIAAAAJ,3119782,conf/sigmod/DerakhshanMARM20,SIGMOD Conference,,2020,Optimizing Machine Learning Workloads in Collaborative Environments.
144868,Alireza Rezaei Mahdiraji,https://scholar.google.com/citations?user=xiyqdlIAAAAJ,3119783,conf/sigmod/DerakhshanMKRM22,SIGMOD Conference,,2022,Materialization and Reuse Optimizations for Production Data Science Pipelines.
144868,Alireza Rezaei Mahdiraji,https://scholar.google.com/citations?user=xiyqdlIAAAAJ,3121675,conf/sigmod/Mahdiraji14,SIGMOD PhD Symposium,,2014,Toward unstructured mesh algebra and query language.
152324,Altigran Soares da Silva,https://scholar.google.com/citations?user=Ka6w1vgAAAAJ,3119644,conf/sigmod/CortezOSML11,SIGMOD Conference,,2011,Joint unsupervised structure discovery and information extraction.
152324,Altigran Soares da Silva,https://scholar.google.com/citations?user=Ka6w1vgAAAAJ,3119645,conf/sigmod/CortezSGM10,SIGMOD Conference,,2010,ONDUX: on-demand unsupervised learning for information extraction.
153227,Alvin Cheung,https://twitter.com/alvinkcheung,3118567,conf/sigmod/AhmadC17,SIGMOD Conference,,2017,Optimizing Data-Intensive Applications Automatically By Leveraging Parallel Data Processing Frameworks.
153227,Alvin Cheung,https://twitter.com/alvinkcheung,3118568,conf/sigmod/AhmadC18,SIGMOD Conference,,2018,Automatically Leveraging MapReduce Frameworks for Data-Intensive Applications.
153227,Alvin Cheung,https://twitter.com/alvinkcheung,3119464,conf/sigmod/ChenWC20,DBTest@SIGMOD,,2020,Testing query execution engines with mutations.
153227,Alvin Cheung,https://twitter.com/alvinkcheung,3119497,conf/sigmod/CheungAMM13,SIGMOD Conference,,2013,Speeding up database applications with Pyxis.
153227,Alvin Cheung,https://twitter.com/alvinkcheung,3119498,conf/sigmod/CheungMS14,SIGMOD Conference,,2014,Sloth: being lazy is a virtue (when issuing database queries).
153227,Alvin Cheung,https://twitter.com/alvinkcheung,3119562,conf/sigmod/ChuLWCS17,SIGMOD Conference,,2017,Demonstration of the Cosette Automated SQL Prover.
